row,target_class,id_hash,before_class,before_group_no,after_class,after_group_no,target_group_no,target_available,status,message
69,PH_TT_10,5e97b7013c,PH_TT_13,202606_S2_2_10_1900_35_22,PH_TT_10,202606_S2_2_10_1900_35_27,,True,MOVED_OK,PH_TT_13->PH_TT_10
70,PH_TT_10,40df883b08,PH_TT_13,202606_S2_2_10_1900_35_22,PH_TT_10,202606_S2_2_10_1900_35_27,,True,MOVED_OK,PH_TT_13->PH_TT_10
71,PH_TT_10,a4668e0c75,PH_TT_14,202606_S2_2_10_1900_35_23,PH_TT_10,202606_S2_2_10_1900_35_27,,True,MOVED_OK,PH_TT_14->PH_TT_10
72,PH_TT_10,4908389c82,PH_TT_14,202606_S2_2_10_1900_35_23,PH_TT_10,202606_S2_2_10_1900_35_27,,True,MOVED_OK,PH_TT_14->PH_TT_10
73,PH_TT_10,3f3dc8da75,PH_TT_14,202606_S2_2_10_1900_35_23,PH_TT_10,202606_S2_2_10_1900_35_27,,True,MOVED_OK,PH_TT_14->PH_TT_10
74,PH_TT_10,e3601e82e3,PH_TT_13,202606_S2_2_10_1900_35_22,PH_TT_10,202606_S2_2_10_1900_35_27,,True,MOVED_OK,PH_TT_13->PH_TT_10
75,PH_TT_10,d8b4cc5167,PH_TT_03,202606_S2_2_10_1900_35_03,PH_TT_10,202606_S2_2_10_1900_35_27,,True,MOVED_OK,PH_TT_03->PH_TT_10
